@RELATION	text2arff

@ATTRIBUTE	tanimi_nedir	STRING
@ATTRIBUTE	kim_ne_yapar	STRING
@ATTRIBUTE	nasil_yapilir	STRING
@ATTRIBUTE	nicin_yapilir	STRING
@ATTRIBUTE	ne_olunca_yapilir	STRING
@ATTRIBUTE	yapinca_ne_olur	STRING
@ATTRIBUTE	fiziksel_zihinsel	STRING
@ATTRIBUTE	kim_ne_ile_yapilir	STRING
@ATTRIBUTE	ney_kime_yapilir	STRING
@ATTRIBUTE	ney_kimi_yapilir	STRING
@ATTRIBUTE	nerede_yapilir	STRING
@ATTRIBUTE	class	{acele_etmek,aciklamak,acilmak,acmak,affetmek,ag,agac,aglamak,akil_etmek,alay_etmek,alismak,almak,anlamak,anlatmak,anmak,araba_surmek,aramak,artmak,arzu_etmek,asik_olmak,asmak,atamak,ates_etmek,atlamak,atmak,ayaga_kalkmak,ayarlamak,ayirmak,ayrilmak,bagirmak,bagislamak,baglamak,bahsetmek,bakmak,balik_tutmak,banyo_yapmak,barismak,basarmak,baslamak,baslatmak,basmak,begenmek,beklemek,belgelemek,belirlemek,belirtmek,benzemek,bikmak,bildirmek,bilmek,binmek,bir_araya_gelmek,birakmak,bitirmek,bitmek,bolmek,borc_almak,borc_vermek,bozdurmak,bozmak,bulmak,bulunmak,bulusmak,buyumek,cagirmak,cagrida_bulunmak,calismak,calmak,can_almak,can_vermek,cani_sikilmak,canlandirmak,canlanmak,canta,carpismak,carpmak,catal,cati,cavdar,cay,cekmece,cekmek,cekyat,celik,cerceve,cereyan_etmek,cevap_vermek,cevaplandirmak,cevirmek,ceza_vermek,cezalandirmak,cicek,cikarmak,cikartma,cikmak,cikolata,cikrik,cimento,cini,civi,cizmek,cokelek,corap,cozmek,cuval,dagitmak,daire,dal,damga,dans_etmek,dantel,davam_etmek,davet_etmek,davranmak,degerlendirmek,degismek,degistirmek,demek,denemek,ders_calismak,desteklemek,deterjan,devam_etmek,dikkat_etmek,dile_getirmek,dilemek,dinlemek,dinlenmek,dogmak,dogrulamak,dokmek,dokunmak,dolasmak,donmek,dovmek,dua_etmek,durdurmak,durmak,dus_yapmak,dusmek,dusunmek,duvar,duymak,duzenlemek,eglenmek,ele_gecirmek,emekli_olmak,emretmek,endise_etmek,engel_olmak,engellemek,ertelemek,etkilemek,ev_tutmak,evlenme_teklif_etmek,evlenmek,ezberlemek,farketmek,farzetmek,feshetmek,fotokopi_cekmek,fren_yapmak,gec_kalmak,gecikmek,gecirmek,gecmek,gelismek,gelistirmek,gelmek,gerceklesmek,gerceklestirmek,gerekmek,geri_vermek,getirmek,gezmek,girmek,gitmek,giyinmek,giymek,gizlemek,gocmek,gondermek,gormek,gorunmek,gorusmek,gostermek,goturmek,goz_atmak,gozaltina_almak,gozden_gecirmek,gozukmek,grev_yapmak,gulmek,guzellesmek,haber_vermek,harcamak,hatirlamak,hatirlatmak,hazirlamak,hazirlanmak,heyecan_duymak,hissetmek,hosa_gitmek,hoslanmak,icmek,idare_etmek,iddia_etmek,ifade_vermek,ihrac_etmek,ihtiva_etmek,ikaz_etmek,ikna_etmek,ikram_etmek,ilan_etmek,ileri_surmek,ilerlemek,ilgilenmek,imkansiz,imtihan_etmek,imtihana_girmek,imzalamak,inanmak,incelemek,inmek,insaat_yapmak,iptal_etmek,isaret_etmek,isbirligi_yapmak,isgal_etmek,isinmak,isirmak,isitmak,isitmek,ismarlamak,israr_etmek,istemek,istifa_etmek,isyan_etmek,ithal_etmek,itiraz_etmek,itmek,izah_etmek,izin_almak,izin_vermek,izlemek,kabul_etmek,kacirmak,kacmak,kahvalti_etmek,kaldirmak,kalkmak,kalmak,kamp_yapmak,kanunlasmak,kapamak,kapanmak,kar_etmek,karar_vermek,karismak,karsi_cikmak,karsilamak,karsilastirmak,katilmak,kaybetmek,kaybolmak,kaydetmek,kaygilanmak,kayit_yaptirmak,kaynaklanmak,kaza_yapmak,kaza_yaptirmak,kazanmak,kesmek,kinamak,kirada_oturmak,kiralamak,kirmak,kizmak,koklamak,kokmak,kolaylamak,kolaylasmak,kontrol_etmek,konusmak,korkmak,korumak,kosmak,kovmak,koymak,kullanmak,kurmak,kurtarmak,kuskulanmak,kutlamak,kuvvetlenmek,lazim_olmak,mahvetmek,mecbur_olmak,memnun_kalmak,memnun_olmak,merak_etmek,mesgul_olmak,meshur_olmak,meydana_cikmak,meydana_gelmek,mezun_olmak,monte_etmek,mudafaa_etmek,mudahale_etmek,munakasa_etmek,muracaat_etmek,musaade_etmek,neden_olmak,nefret_etmek,nezle_olmak,nitelendirmek,noktalamak,not_almak,not_etmek,not_tutmak,odemek,ogrenmek,ogretmek,okumak,oldurmek,olmak,olmek,olusmak,olusturmak,onaylamak,one_surmek,onem_vermek,onermek,ongormek,onlemek,opmek,ortadan_kaldirmak,ortaya_cikarmak,ortaya_koymak,oturmak,oy_vermek,oynamak,ozetlemek,ozlemek,ozur_dilemek,paniklemek,para_kazanmak,pazarlik_etmek,pisirmek,pisman_olmak,pismek,planlamak,postalamak,rahat_almak,rahatsiz_etmek,rastlamak,razi_olmak,reddetmek,rejim_yapmak,restore_etmek,rica_etmek,riske_girmek,riski_girmek,saglamak,saklamak,saldirmak,sanmak,sapmak,saptamak,sarki_soylemek,sarmak,sart,sasirmak,sasmak,satin_almak,satmak,savasmak,savunmak,saymak,selamlamak,sevinmek,sevmek,seyahat_etmek,seyretmek,siginmak,sikayet_etmek,sikilmak,sinava_girmek,sinirlamak,sohbet_etmek,sokmak,son_vermek,sona_ermek,soylemek,soz_vermek,spor_yapmak,suphe_etmek,surdurmek,surmek,takip_etmek,takmak,tanismak,tanistirmak,tasimak,tavsiye_etmek,teklif_etmek,tekrar_etmek,telefon_etmek,temas_etmek,temas_kurmak,temin_etmek,temizlemek,temsil_etmek,tercih_etmek,tercume_etmek,terfi_etmek,terlemek,tesekkur_etmek,tesir_etmek,teslim_etmek,tesvik_etmek,titremek,toplamak,toplanmak,tutmak,tutuklamak,ucmak,ugramak,ugrasmak,ulasmak,umit_etmek,ummak,unutmak,uretmek,usumek,uyanmak,uyarmak,uygulamak,uymak,uyumak,uzanmak,uzerinde_durmak,uzulmek,var_olmak,varmak,vazgecmek,vermek,vurmak,yagmak,yakalamak,yaklasmak,yakmak,yalanlamak,yanit_vermek,yanitlamak,yanitsiz_birakmak,yanmak,yapmak,yaratmak,yasaklamak,yasaklanmak,yasamak,yaslanmak,yatirmak,yatmak,yaymak,yazmak,yedirmek,yemek_yemek,yenmek,yer_almak,yer_vermek,yerine_getirmek,yetismek,yetistirmek,yikamak,yikmak,yol_acmak,yolculuk_yapmak,yollamak,yonetmek,yorulmak,yukselmek,yurumek,yurutmek,yuzmek,zahmet_etmek,zannetmek,zarar_etmek,ziyan_etmek,ziyaret_etmek,zorlamak,zorluk_cekmek,zorunda_olmak}

@DATA
"misafire sunmak","ev sahibi","misafire yiyecek ikram ederek","misafiri iyi agirlamak icin","misafir gelince","misafir memnun olur","fiziksel","bardakla","misafir","yiyecek","evde",ikram_etmek
"hediye sunmak","yemek vermek","sunarak","misafirperverlik icin","acikinca","sunum yapilmis olur","fiziksel","kurabiye ile","insana","ikrami","evde",ikram_etmek
"konuga bir seyi sunmak ","insan hayvan","isi yaparak  sunarak","konuga sunarak","agirlamak istenince","hosnut karsilanir","zihinsel","insan sunarak","kisi  insan","yiyecegi  nesneyi","evde  iste",ikram_etmek
"konuga sunumda bulunmak.","ev sahibi","sunum yapmak","agirlamak","konuk almak","","fiziksel","yemek   icecek","misafir","","ev",ikram_etmek
"Duyurmak","insan","duyurmak","haberdar etmek","yeni bilgi","bilgilendirmek","fiziksel","sozel  yazili","konu","","",ilan_etmek
"yayinlamak","insan","konusarak","yayinlamak","paylasmak istediginde","herkes gormesi","fiziksel","soylemek","insana","yayinlamak","her yerde yapilabilir",ilan_etmek
"yayinlamak","asik","acik acik soyleyerek","olayi duyurmak icin","herkesin bilmesi gerekince","haberdar olunur","fiziksel","serenatla","sevdigine","askini","",ilan_etmek
"paylasmak","duyurmak","paylasim yaparak","duyurmak icin","yeni bir durum oldugunda","bilgi paylasimi yapilmis olur","fiziksel","medya ile","insana","durum paylasimi","internette",ilan_etmek
"bir durumu bildirmek ve duyurmak icin","insan","isi bilerek","haberdar etmek icin","haber alinmak icin","bilgiye ulasilir","zihinsel","kisi ve kurumlar","nesne  alet","durumu  olayi","mekanda",ilan_etmek
"bir konuyu baska insanlarin bilmesi icin duyurmak","ilan veren","davet etmek","duyurmak","haber vermek","insanlarin duymumasini saglamak","fiziksel","davetiye","konuk","","gazete",ilan_etmek
"Bir iddiayi ortaya atmak","insan","ileri surmek","ikna etmek","fikir ayrililigi","ikna etmek","fiziksel","konusmak  yazmak","konu","","konusma",ileri_surmek
"one dogru gitmek","insan","konusarak","gitmek","ileri gitmek isteyince","ileri gitmis","fiziksel","hizli gitmek","insana","gitmek","her yerde yapilabilir",ileri_surmek
"iddiada dulunmak","tanik","delilleri gostererek","kendi goruslerini bildirmek icin","olayi baskasina anlatinca","olay hakkinda tahmin yurutulur","fiziksel","delillerle","polise","iddiani","karakolda",ileri_surmek
"bir sey hakkinda fikir sunmak","var demek","anlatarak","bildigi sanildigi icin","bilgimiz varken","","zihinsel","soyleyerek","insana","durumu","ofiste",ileri_surmek
"bir seyi one dogru yurutmek icin","insan","davranis ve dusuncede","ilerlemeyi saglamak icin","ilerlemek icin","fikir sahibi olunur","zihinsel","eyleme gecilerek","durum  dusunce","durumu  dusunceyi","durumlarda",ileri_surmek
"bir konu hakkinda iddalarda bulunmak.","insan","onermek","tartismak","dusunce belirtmek","yeni bir gorus","fiziksel","","toplum","","meclis",ileri_surmek
"Arti yonde hareket etmek","tasit","surmek","gitmek","","varmak","fiziksel","yol","","","yol",ilerlemek
"one dogru gitmek","insan","fiziksel","gitmek","ileri gitmek isteyince","bir adim one gitmek","fiziksel","kosmak","insana","gitmek","her yerde yapilabilir",ilerlemek
"ileri yurumek","asker","adim atarak","bir noktaya varmak icin","baska bir yere gitmek icin","baska bir noktaya varilir","fiziksel","ayakla","","","yolda",ilerlemek
"devam etmek","yerinde durmamak","surerek","devam etmek icin","bir yere gitmek icin","istenilen yere gidilir.","fiziksel","araba ile","arabaya","ilerlemesi ","yolda",ilerlemek
"bulunugu yerden daha ileriye gidilmesi","insan hayvan","devinimsel  yuruyerek","ileri bir duruma gelebilmek","ilerlenmek istendiginde","durumu ogrenilir","fiziksel","davranis ile","yol  olay  is","yolu  hayati  isi","yolda  durumda",ilerlemek
"bulundugun yerden daha one dogru gitmek.","kamyon arac","surmek","gitmek","","yol amak","fiziksel","benzin","","","yol",ilerlemek
"Bir konuya ilgi gostermek","insan","","mutlu etmek","","olumlu farkindalik","zihinsel","konusmak  yazmak","arkadas  sevgili","","iliski",ilgilenmek
"bir seyi istemek","insan","duygusal","belli etmek","begendigini gostmermek","begenmek","zihinsel","sevmek","insana","belli etmek","her yerde yapilabilir",ilgilenmek
"bakmak","insan","ozel olarak ugrasmak","mutlu etmek icin","arkadasin uzulunce","arkadasina moral olur","fiziksel/zihinsel","sevgi","arkadasina","","",ilgilenmek
"zaman ayirmak","uzerinde vakit harcamak","dusunerek","yardimci olmak icin ","yardim gerekince","yardim edilmis olunur","fiziksel","insanla","insana","","evde",ilgilenmek
"yakinlik ve ilgi duyulmasi","insan hayvan","ilgi duyularak","merak ve ilgi sebebiyle","merak duygusuyla","bilgi alinir","zihinsel","kisi ve kurumlar","canli cansiz","kisiyi  problemi","durum  is  guc",ilgilenmek
"bir kisiye veya esyaya yakinlik duymak","insan","ozen gostermek","yakinlik gostermek","ilgi ihtiyaci","ilgi gostermek","fiziksel","","hasta","","hastahane",ilgilenmek
"Mumkun olmayan bir durum","insan","","","","","zihinsel","","","","",imkansiz
"mumkanati olmayan","insan","duygusal","belirtmek","","mumkun olmayan","zihinsel","istememek","insana","belirtmek","her yerde yapilabilir",imkansiz
"mumkun olmayan","sporcu","","","","","","","","","",imkansiz
"olmasi zor","ihtimali olmayan bir ise ugrasmak","","","","","zihinsel","","","","",imkansiz
"olanakli olmayan bir sey","canli  cansiz","eyleme gecilmeyerek","olanakli olamamasi ile","imkansizligi durumunda","olup olmamasi ortaya cikar","zihinsel","kisi konuyla ilgilenir","olay  durum","olayi  durumu","heryerde",imkansiz
"gerceklesme ihtimali olamayan","fakir","","","","","zihinsel","","","","",imkansiz
"Sinavda yer almak","ogretmen","soru sormak","olcmek  test etmek","ogrenmek","notlandirmak","fiziksel","kagit  kalem  silgi","ogrenci","","sinif",imtihan_etmek
"birini degerlendirmek","insan","fiziksel","degerlendirmek","degerlendirmek icin","degerlendirmek","fiziksel","sinav","insana","degerlendirmek","her yerde yapilabilir",imtihan_etmek
"sorgu etmek","ogretmen","sinavla","ogrencilerin bilgisini olcmek icin","","not verilir","fiziksel","sorularla","ogrencilere","bilgiler","okulda",imtihan_etmek
"sinava sokmak","sinava yapmak","sozle","bilgisini ogrenmek icin","bilgi kontrolu icin ","bilgi durumu anlasilir","fiziksel","insanla","insana","bilgisi","okulda",imtihan_etmek
"yeterliligini olcmek ","insan","bilgi yoklayarak","yeterliligi sinamak icin","olcmek icin","bilgi olculur","zihinsel","insan  olcme araci ile","kisi  kisiler","kisileri  insanlari  ogrencileri","sinif  okul  is",imtihan_etmek
"bir ogretmenin ogrettigi konular ile ilgili sinav yapmasi","ogretmen","yazmak","seviye belirlemek","ogretmek","ogrenmek","fiziksel","kagit  kalem","ogrenci","","okul",imtihan_etmek
"Sinavda yer almak","ogenci","soru cozmek","olcmek  test etmek","ogrenmek","notlandirmak","fiziksel","kagit  kalem  silgi","sinav","","sinif",imtihana_girmek
"degerlendirmeye girmek","insan","fiziksel","degerlendirmek","degerlendirileme istegi","basarili olmak","fiziksel","mulakat","insana","degerlendirmek","her yerde yapilabilir",imtihana_girmek
"sinava girmek","ogrenci","soru cozerek","not almak icin","sinav haftasi gelince","not alinir","fiziksel","bilgiyle","","","okulda",imtihana_girmek
"sinava girmek","sinava gitmek","merkezi sistemle","ayirt etmek icin","ogrenci olunca","basari belirlenir","fiziksel","insanla","insana","","okullarda",imtihana_girmek
"bilgi ve yetenek yeterliligin olculmesi","insan","bilginin yoklanmasi","bilgiyi olcmek icin","bilgi degerlendirilince","bilgi olculur","zihinsel","sinav olunacak belge","sinav  yetkinlik","kisileri  insanlari  ogrencileri","sinif  okul  is",imtihana_girmek
"bir ogrencinin okulda ogrendigi konular ile ilgili sinava girmesi.","ogrenci  insan","okumak yazmak","ders gecmek","sinav","ogrenmek","fiziksel","kagit  kalem","","","okul",imtihana_girmek
"Bir belgeyi isaretlemek","gorevli","cizim","onaylamak","onay ihtiyaci","onaylamak","fiziksel","kalem","evrak","","resmi ofis",imzalamak
"anlasmak","insan","elle","anlasmak","anlastiginda","anlasmak","fiziksel","kagit","insana","anlasmak","her yerde yapilabilir",imzalamak
"onay vermek","calisan","cizerek","dogrulugunu teyit etmek icin","","teyit edilir","fiziksel","kalemle","duruma","dilekceyi","kamu dairesinde",imzalamak
"resmi onay vermek","kagida imza atmak","karalayarak","resmi isler icin","gerekli olunca","islemler hallolur","fiziksel","kalemle","kagida","bireysel yazisi","devlet dairelerinde",imzalamak
"belgeye yaziya imzasini yazmasi","insan","imzayi atarak","kisiye ait oldugunu gostermesi icin","dogrulaninca","belgelenmis olur","zihinsel","kisiye verilen belgeler ile","nesne  sozlesme","sozlesmeyi  anlasmayi","iste  anlasmada",imzalamak
"bir belgeye sahsi isaret birakmak.","gelin damat","yazmak","evlenmek","","onay alinmasi","fiziksel","kagit  kalem","belge","","resmi kurum",imzalamak
"guvenmek","kosulsuz baglilik ","emek harcayarak","guven icin","bir karar gerekince","karar verilmis olur","zihinsel","guvenle","insana","","ofiste",inanmak
"bir seye guvenmek","insan","hissederek","duygu sebebiyle","inanacagi bir durum varken","inanc duygusu kuvvetlenir","zihinsel","inanc duygusu ","insana  olaya","duygu","her yerde",inanmak
"Bir seye veya birini kabul etmek  soylenen seyin dogru oldugunu kabul etmek","insan  polis  hakim","anlayarak  dinleyerek","konunun anlasilmasi icin","bir seye karar vermek icin","inanmis","zihinsel","beyin","insan","bir konuya  bir insana","mahkeme  karakol",inanmak
"bir seye kalben guvenmek","insan","kalp","guven","umutsuzluk","huzur","zihinsel","insan  tanri","tanri  insan","","herhangi bir yer  inanchane",inanmak
"kabul etmek","dinleyen","dinleyerek","guvenmek","anlatildiginda","ikna olmak","zihinsel","sohbet  muhabbet","anlatana","konusulan konuya","",inanmak
"bir varliga tapmak","insan","konusarak","rahatlamak","ihtiyac","","zihinsel","kalben","tanriya","istek","heryerde ",inanmak
"detayli bakmak","insan","tum detaylara dikkatlice bakarak","sonuca varabilmek ","kesin durum saptanamamak","sonuca daha hizli karar verilir","fiziksel  zihinsel","goz ","insana  olaya  maddeye","insan","okulda  hastanede karakolda",incelemek
"Bir seyi detaylica bakmak","insan  bilim insani","bakarak","anlamak  ogrenmek","","anlamak  ogrenmek","fiziksel","goz  mikroskop","","","laboratuar  sinif  evde",incelemek
"bir seye goz atmak","insan  hayvan","goz","derin analiz","soru isareti","sonuca varmak","zihinsel","nesne  durum","nesne","son hal","futbol sahasi",incelemek
"detayli bakmak","bilim adami","detaylandirarak","bilgi edinmek","merak edildiginde","fikir elde etmek","fiziksel","mikroskop","hucre  doga hayvan","eski yazi tarihi eser","orman laboratuvar",incelemek
"birseyi arastirmak","insan","arastirarak","farkina varmak","merak etmek","anlamak","fiziksel","dusunce","insan  ogrenci","soru  problem","heryerde ",incelemek
"merdiven asagi adim atmak","insan  hayvan","asagi dogru adim  atarak","asagi inebilmek icin","yukari kattan inilmesi gerekmek","inilmis ","fiziksel","ayak ","yere ","","yuksek katli yerde",inmek
"Yukaridan asagiya dogru hareket etmek","insan","basamaktan asagi yonde ilerlemek","asagi yone gitmek  alt kata ulasmak","","inis gerceklesir","fiziksel","ayakla","","","merdiven",inmek
"bir yere konmak","ucak","direksiyon","konmak","havadayken","yere konmak","fiziksel","pilot","ucak","","hava alani",inmek
"yuksekten alcaga ilerlemek","insan  hayvan","yuruyerek","hareket ","","spor  aktivite","fiziksel","ayak","","","merdiven asansor",inmek
"asagiya dogru hareket","insan","yuruyerek","","","inersin","fiziksel","","","","yuksek yerde",inmek
"yapi insa etmek","insan","makinalar ve insan gucu ile","yapi ortaya cikarabilmek ","yapi bulunmamasi","yapi insa edilmis ","fiziksel","makina  cimento  beton","bos bir araziye yapilir","","bos arazide",insaat_yapmak
"Ev olusturmak icin yapilan islem","amele  insaat iscisi","insaat malzemesi kullanarak","bina yapimi","","bina olur","fiziksel","cimento  beton  tugla","insanlara","binayi","santiye",insaat_yapmak
"sifirdan bir sey yapmak  kurmak","insaat calisani","malzeme","barinma","talep darligi","satilmak","fiziksel","cimento","arsa","guzel","bos arsa",insaat_yapmak
"barinma yeri olusturma","isci muhendis","ust uste koyarak","barinmak   ticaret","ihtiyac","ev  dukkan","fiziksel","tugla cimento demir","oturacak kisiye","ev","bos arazi",insaat_yapmak
"insa etme islemi","insan  isci  muhendis","yavas","kalmak  korunmak","ihtiyac","ev  okul  hastane  banka","fiziksel","kum  cimento  demir","insan","ihtiyac","heryerde ",insaat_yapmak
"olumlu karardan vazgecmek","insan","e-posta  cagri  soz ile","olumsuzlastirma karari daha mantikli oldugunda","olumlu olmasi kotu bir fikir","karar olumsuz ","zihinsel","fikir degisikligi belirtilerek","insana  duruma","karar sonucu iletilir","her yerde",iptal_etmek
"Bir seyi kaldirmak  silmek  yok etmek","insan","sozlu  yazili","gereksiz olmak","","yok edilmek  silinmek","fiziksel","buton  silmek","","isi  sureci","",iptal_etmek
"yok etmek","insan","konusmak","sikinti","mesguliyet","rahatlama","zihinsel","insan ","kisi","plan","herhangi bir yer",iptal_etmek
"var olandan caymak","arkadas ogretmen","yok saymak","mantiksiz oldugunda","yanlis soru  baska is","ertelenir","fiziksel","plan soz soru","sinav sorusu","sinema  yemek","sinav",iptal_etmek
"bir isin son bulmasi","insan","","yanlislarda","hata","iptal","fiziksel","bilgisayar","","problem","heryerde ",iptal_etmek
"bir seye dikkat cekmek","insan  hayvan","dikkat ceken bir ifade ile","dikkat cekmesk","ilgilenilmek","dikkat toplar","zihinsel","goz  parmak  ses","duruma  insana  maddeye","bakilir","durusmada  okulda  meydanda  restaurantta",isaret_etmek
"bir yeri bir seyi gostermek","insan","gostermek","uyarmak  yonlendirmek","uyarmak  yonlendirmek  belirtmek","gostermek","fiziksel","parmak  sinyal  isik  levha","insana","durumu  kisiyi","trafik  sokak",isaret_etmek
"parmakla gostermek","insan","parmak","belli etmek","dikkat cekmek","dikkat etmek","fiziksel","nesne","nesne","gizli","acik",isaret_etmek
"beden diliyle gostermek","arkadas","","","","gostermek","fiziksel","el goz kafa","tanidik ","","",isaret_etmek
"bir yeri gostermek","insan","el ile","bulmak","arayinca","bulunur","fiziksel","el ile  sozle","bir yere","ihtiyac","heryerde ",isaret_etmek
"ortak is yapmak","insanlar  sirketler","imza atilir  soz verilir","ortak kar ","is karari vermek","is ortagi olunur","fiziksel","yazili sozlesme  sozlu sozlesme","is baglantili konulara","sozlesmesi","is yerinde",isbirligi_yapmak
"bir kisinin bir konuda baska kisi ve gruplarla birlikte is yapmasi","insan grubu","","","","","fiziksel  zihinsel","","","","",isbirligi_yapmak
"beraber calismak","insan  ekip","anlasma","guc birlestirmek","ortak cikar","anlasmaya varmak","zihinsel","insan","insan","gizli","isyeri",isbirligi_yapmak
"yardimlasma","sinif  aile","gorev dagilimi","yardim  zaman tasarrufu","","isi hizli bitirmek","fiziksel","fikir alisverisi  masa hazirlamak","proje odevi ev toplamak","proje  daginiklik","sinif isyeri ev",isbirligi_yapmak
"birisiyle anlasmak","insan","konusarak  sozlesme","anlasmak","problem","anlasilir","fiziksel","soz  anlasma","herkese","problem","heryerde ",isbirligi_yapmak
"savasarak dusman topraklarini elde etmek","insan","savasarak","toprak adedi artirmak ","anlasmazlik ","hacim olarak buyunmus olur","fiziksel","ordu","dusman topraklarina","","eski caglarda",isgal_etmek
"zorla bir yere sahip olmak  bir yeri zorla zapt etmek","asker  insan","askeri harekat  yer kaplamak","","","savas olur  yer kaplar","fiziksel","fiziksel  silah","ulkelere  insanlara","","toprak",isgal_etmek
"topraklarina katmak","devlet","savasmak","hegemonya","zor durum","savas","fiziksel","top  tufek","devlet","kanli","sehir  koy",isgal_etmek
"farkli bir topraga el koymak","devlet","savasarak","toprak kazanmak","guclenince","toprak kazanilir","fiziksel","asker","dusmana","","savas meydani",isgal_etmek
"bir yeri almak","insan","savasarak","anlasamamak","anlasamayinca","alinir","fiziksel","tank  tufek","dusmana","sorun","heryerde ",isgal_etmek
"Vucut sicakliginin artmasi","canli","yakmak","hayatta kalmak","usumek","isinmak","fiziksel","ates","","vucut","dogal ortam",isinmak
"hazirlanmak","insan","duygularla  fiziksel","hazir olmak","soguk olunca","isinmis","fiziksel","kosmak","insana","hazir olmak","her yerde yapilabilir",isinmak
"usumemek","insanlar  hayvanlar","orterek","usumemek","usuyunce","isinirsin","fiziksel","battaniye","sicakliga","vucudunu","evde  koltukta",isinmak
"sicakligin artmasi","soba basinda durmak","soba ile ","isinmak icin","usuyunce","isinir","fiziksel","oturarak","insana","","evde",isinmak
"belli bir sicakliga ulasmak ","canli","atesle  icguduyle","usumeyi gidermek icin","usuyunce","isinma gerceklesir","fizyolojik","eyleme gecerek","es  dost  ates","kendini","sicak yerde",isinmak
"belli bir sicaklik kazanmak.","sahis","ates","usumeninin giderilmesi","soguk hava","sicak duruma gelmek","fiziksel","soba","insan","","kapali mekan",isinmak
"Agiz ile zarar vermek","kopek","agizin kapanmasi","korkutmak","korkmak","zarar vermek","fiziksel","agiz","magdur","insan","sokak",isirmak
"yaralamak","insan","agizla","tadina bakmak","tadina bakmak istediginde","tadina bakmak","fiziksel","agizla","insana","tadina bakmak","her yerde yapilabilir",isirmak
"dis gecirmek","insan","istedigini yaptirarak","sozunu dinletmek icin","calisanlarin seni dinlemeyince","sozun gecer","fiziksel","sozle","calisanina","sozunu","is yerinde",isirmak
"canini yakmak","yanaktan ","tutarak","sevmek icin","yakalayinca","mutlu olunur","fiziksel","cocuk ile","insani","yanagi isirilir","evde",isirmak
"disleri arasina  alarak sikmak","canli","dis gecirerek","endise kaygi depresyonda","stres ve kaygida","duygu durumu ortaya cikar","fiziksel psikolojik","insan agiz","yiyecek  nesne","yiyecegi","yaninda",isirmak
"disler arasina alip sikmak.","cocuk","sikmak","koparmak","acikmak","doymak","fiziksel","dis","yenilebilir hersey","","agiz",isirmak
"Bir nesnenin isisini arttimak","kalorifer","yakmak","isinmak","usumek","isinmak","fiziksel","sicaklik","oda","ev","ev",isitmak
"sicak hissettirmek","insan","fiziksel","soguk olmamasi icin","soguk olunca","isinmis","fiziksel","yakmak","insana","soguk olmamasi icin","her yerde yapilabilir",isitmak
"sicaklastirmak","insan gunes","sarilarak","","usuyunce","isinirsin","fiziksel/zihinsel","battaniye kalorifer","usuyen herkese","","gunes altinda  battaniye altinda",isitmak
"usememeye yardimci olmak","sarilmak","sarilarak","usumemek icin","usuyunce","isinir","fiziksel","anne ile","insana","durumu","ormanda",isitmak
"isiyi yulseltip sicak hale getirme","canli cansiz","arac gerec ile","isitmak icin","sicaklik yeterli degilse","isi yukselir","fiziksel","davrassal","insan  yatak  yorgan","canlilari  cansizlari","yaninda",isitmak
"isisini yukselterek sicak bir hale getirmek.","soba","isi vermek","usumeninin giderilmesi","usumek","isinmak","fiziksel","kombi","insan","","ev",isitmak
"duymak","kulak isitir","ses dalgalari","duymak","ses ","sesler algilanir","fiziksel","insan  hayvan kulak ile","ses","","her yerde",isitmek
"bir seyi kulak ile algilamak  duymak","insan  hayvan","dinleyerek","bir seyi anlamak","","bir konuyu anlariz  iletisim kurulur","fiziksel","kulak  kulaklik","","","",isitmek
"duymak","insan  hayvan","bilincsiz","","duymak istemek","ses duymak","fiziksel","kulak","insan  nesne  hayvan","gizli","herhangi bir yer",isitmek
"duyma organiyla algilama","ogrenci  dinleyici","dinleyerek","ogrenmek","anlatan  ogreten","bilgi edinmek","","kulak","","konusmaci","konferans salonu",isitmek
"duyma eylemi","insan  hayvan","","duymak  anlamak","konusulunca","anlanir","fiziksel","kulak","","ihtiyac","heryerde ",isitmek
"Hesabin baskasi adina odenmesi","arkadas  dost  sevgili","odemek","sevmek","hesap odemek","","fiziksel","para","arkadas","","cafe",ismarlamak
"ucretsiz ikram etmek","insan","fiziksel","ucretsiz ikram etmek","bir sey ismarlamak isteyince","parasini vermek","fiziksel","para vermek","insana","ucretsiz ikram etmek","her yerde yapilabilir",ismarlamak
"siparis etmek","arkadaslar","para gonul isi","deger verdigin icin","ihtiyac olunca","mutlu olursun","fiziksel/zihinsel","hediye","arkadasina","istedigini","sinemada",ismarlamak
"hediye vermek","karnini doyurmak","paylasarak","sevgi icin","hediyelesince","mutlu olunur","fiziksel","arkadaslarinla","insana","","okulda",ismarlamak
"bir seyi getirmek ve yapmak icin","canli","kisi yada kisilerle","gondermek istemek icin","siparis olunca","getirilir","davranissal","davranissal","insan  canli ","parayi  nesneyi  yemegi","mekanda",ismarlamak
" bir kisiye ikramda bulunmak","arkadas","yemek","kaynasmak","sevgi duymak","iyi hissetmek","fiziksel","para","sevilen kisi","","restoran",ismarlamak
"Bir konu icin ayni gorusu tekrarli dile getirmek","rakip","ileri surmek","ikna etmek","fikir ayrililigi","ikna olmak","fiziksel","konusmak  yazmak","rakip","","",israr_etmek
"sonuna kadar zorlamak","insan","duygusal","zorlamak","gorusunu kabul ettirmek istediginde","anlasmak","fiziksel","konusmak","insana","zorlamak","her yerde yapilabilir",israr_etmek
