@RELATION	text2arff

@ATTRIBUTE	nerede_bulunur	STRING
@ATTRIBUTE	canli_cansiz	STRING
@ATTRIBUTE	ust_kavrami_nedir	STRING
@ATTRIBUTE	yaninda_neler_bulunur	STRING
@ATTRIBUTE	icinde_neler_bulunur	STRING
@ATTRIBUTE	hammaddesi_nedir	STRING
@ATTRIBUTE	ne_ise_yarar	STRING
@ATTRIBUTE	kim_kullanir	STRING
@ATTRIBUTE	sifatlari	STRING
@ATTRIBUTE	sekli_nasil	STRING
@ATTRIBUTE	hacmi	STRING
@ATTRIBUTE	agirlik	STRING
@ATTRIBUTE	rengi	STRING
@ATTRIBUTE	kim_ne_yapar	STRING
@ATTRIBUTE	kim_ne_ile_yapilir	STRING
@ATTRIBUTE	nasil_yapilir	STRING
@ATTRIBUTE	ney_kime_yapilir	STRING
@ATTRIBUTE	ney_kimi_yapilir	STRING
@ATTRIBUTE	nerede_yapilir	STRING
@ATTRIBUTE	fiziksel_zihinsel	STRING
@ATTRIBUTE	ne_olunca_yapilir	STRING
@ATTRIBUTE	yapinca_ne_olur	STRING
@ATTRIBUTE	nicin_yapilir	STRING
@ATTRIBUTE	class	{ag,agac,akbil,akordeon,akumulator,alci,altin,ambalaj,anahtar,antibiyotik,apartman,araba,arac,ari,arma,armut,arpa,artik,asansor,asetat,asfalt,asi,asit,aski,astar,atac,atki,atlet,atom,av,avize,ayak,ayakkabi,aygitlar,ayirac,ayna,azot,bacak,baharat,bakir,bakla,bal,balik,balsam,banknot,bant,banyo,barometre,baslik,basortusu,baston,batarya,benzin,beton,bez,biblo,bicak,bidon,bilet,bilgisayar,bina,bira,bisiklet,bluz,bor,bornoz,boru,boya,boynuz,brosur,bugday,buhar,bulasik,buldozer,bulgur,buro,burun,buz,buzdolabi,caki,cakmak,calgi,cam,camasir,canli,canta,catal,cati,cavdar,cay,cd,ceket,cekmece,cekyat,celik,cenaze,cep_telefonu,cephane,cerceve,cetvel,cevcere,ceviz,cicek,ciger,cihaz,cikartma,cikolata,cikrik,cila,cilt,cimento,cini,cinko,civa,civata,civi,cokelek,corap,cumle,cuval,daire,dal,damga,dantel,degirmen,demir,deniz,dergi,deri,deterjan,diken,dil,disci,dolap,domates,domuz,dugme,dunya,duvar,ecza,el,elbise,eldiven,elektrik,elektrik_anahtari,elektrik_sigortasi,elma,elmas,enzim,esarp,esya,et,etek,etiket,ev,fanila,fare,fayans,fermuar,fernuar,fici,fildisi,film,filtre,firin,fisek,fistik,florasan,fosil,fotograf,fotokopi,fren,gaz,gazete,gemi,giysi,gokdelen,gomlek,gomlem,goz,gozlem,gozluk,gubre,gumus,halat,halilar,hamur,harclar,harf,harita,hava,havlu,havuc,havuz,hayvan,heykel,hidrojen,hindistan,hoparlor,hormon,hortum,hucre,hurda,hurma,icecek,igne,ilac,inci,insaat,internet,ip,ipek,iplik,irmik,iskemle,islak_mendil,ispirto,izgara,jenerator,kablo,kabuk,kadife,kagit,kahve,kakao,kalay,kalem,kalemtras,kalorifer,kalp,kalsiyum,kamci,kamera,kamis,kamyon,kantar,kap,kapi,karabiber,karanfil,karbon,karin,karton,kartpostal,kartvizit,kase,kasik,katir,kaucuk,kavun,kayak,kayis,kazak,kazan,kece,keci,kemik,kepenk,kerpeten,kibrit,kil,kilit,kilot,kirec,kiremit,kitap,kitap_ayraci,klasor,klavye,klima,kol,kol_saati,koltuk,komur,kondansator,kornis,koyun,kravat,krom,kukurt,kul,kulak,kum,kumas,kumes,kurdelec,kure,kurk,kursun,kus,kutu,lahana,lamba,lastik,lavabo,lehim,lif,likor,lokomotif,losyon,macun,maden,magnezyum,makas,makine,mandal,manken,mantar,manto,margarin,marmelat,marul,masa,maske,mayo,mendil,merdane,mermer,mermi,metal,meyve,miknatis,mikrop,mikroskop,mineral,misir,mobilya,monitor,mont,motor,motorsiklet,mozaik,mum,murekkep,musamba,musluk,muz,muzik,nisasta,not_defteri,oda_spreyi,odun,oksijen,okuz,olta,omuz,org,orgu,ortu,ot,otobus,otomat,oyuncak,pacavra,palet,pamuk,pancar,pano,pantalon,pantolon,papyon,para,parasut,parfum,parke,parmak,parmaklik,patates,patlayici,pecete,pencere,perde,peruk,petrol,peynir,pijama,pil,pipo,pirasa,pirinc,piyano,plaka,plastik,pompa,porselen,poster,profil,projeksiyon,pudra,pul,puro,puro2,,pusula,radar,radyo,raki,ray,recel,resim,rezistans,romork,saat,sabun,sac,sakal,sakatat,sakiz,salatalik,salgam,saman,sandalye,sapka,sarap,savas,sayac,sebze,sehpa,seker,sekerleme,seluloz,semsiye,sepet,seramik,serum,sicim,sigara,sira,sirke,sirt_cantasi,site,siva,siyanur,soba,sofben,sogan,somun,somya,sos,sosis,soya,sozcuk,sozluk,spor,su,su_isiticisi,sunger,supurge,surahi,susleme,sut,tabak,tabanca,tabela,tablo,tahil,tahta,takvim,talas,tank,tarak,tarcin,tas,tavuk,tayt,tebesir,tekne,tel,televizyon,telsiz,tencere,terazi,tereyagi,terlik,termometre,testere,testi,tirmik,tirnak,tohum,toka,toplanti_masasi,toprak,torba,tornavida,toz,traktor,tugla,tul,tup,tutun,tuval,tuy,tuz,tuzluk,un,uzaktan_kumanda,uzum,vagon,vanilya,varil,vazo,vernik,vida,video,vinc,vitamin,yag,yakit,yangin,yapi,yapistirici,yaprak,yastik,yatak,yay,yayin,yazici,yelek,yiyecek,yogurt,yol,yonca,yosun,yumurta,yun,yuzuk,zamk,zehir,zeytinyagi,zimba,zimpara,zincir}

@DATA
"evde  sokakta","cansiz","esya","koltuk  tabure","tahta","tahta  hasir","oturmak","insan","rahat","","30 cm3","1 kg","her renkte","","","","","","","","","","",iskemle
"ev","cansiz","mobilya","","","tahta","oturmak","insanlar","saglam  kirik","","","","renkli","","","","","","","","","","",iskemle
"ev","cansiz","oturak","masa","","tahta","oturmak","insan","sert","kare","","1 kg","kahverengi","","","","","","","","","","",iskemle
"evde  isyerinde","cansiz","esya","sandalye  masa","","plastik  demir","oturmaya yarar","insan","kucuk","","","5 kg","cesitli renkler","","","","","","","","","","",iskemle
"ev  okul  hastane  banka","cansiz","alet","insan  masa","tahta  hasir","seluloz  su","dinlenmek","herkes","kucuk","kare  dikdorgen","","","kahverengi  siyah","","","","","","","","","","",iskemle
"cantada  masada  tuvalette","cansiz","esya","anahtarlik  pecete","mendil ","kagit","temizlemek","insan","sabunlu","kare","10 cm3","1 gr","beyaz","","","","","","","","","","",islak_mendil
"ambalaj","cansiz","mendil","","kimyasal madde","seluloz","temizlemek","insanlar","islak  kuru","duz","","","","","","","","","","","","","",islak_mendil
"canta  banyo  masa","cansiz","tekstil","selpak","polyester","petrol","temizlemek","insan","guzel kokulu  yumusak","dikdortgen  kare","","100 gr","beyaz","","","","","","","","","","",islak_mendil
"cep  canta","cansiz","hijyen","kolonya  pecete","alkol kolonya kagit havlu","","","","","dikdortgen","","","","","","","","","","","","","",islak_mendil
"ev  araba  market","cansiz","kagit","kutu","mendil","seluloz  su","temizlik","herkes","islak","kare  dikdorgen","2 5 cm3","5 gr","beyaz","","","","","","","","","","",islak_mendil
"dogada","cansiz","malzeme","alkol","ucucu madde","etil alkol","yakacak  temizlik ","insan","yogun ","sekilsiz","","","renksiz","","","","","","","","","","",ispirto
"sise","cansiz","alkol","","alkol","etil alkol","","insanlar","yanici","bulundugu kabin seklini alir","","","mor","","","","","","","","","","",ispirto
"ev  isyeri","cansiz","temizlik malzemesi","cakmak","","","temizlik  yakmak","insan","tehlikeli","","","","mor","","","","","","","","","","",ispirto
"nalbur","cansiz","alkol","cakmak","alkol","alkol","tutusturma","insan","yanici","mavi sivi","","","mavi","","","","","","","","","","",ispirto
"ev  market","cansiz","kimyasal","insan  ocak","alkol","denatured alcohol","yanma","herkes","zehirli  yanici","akiskan","","","mor","","","","","","","","","","",ispirto
"mutfakta  piknikte","cansiz","alet","et  domates  biber","yiyecek","celik","ates uzerinde yiyecekleri uzerinde tutarak pismesini saglamak","insan","saglam  kullanisli","kare","20 cm2","2 kg","gri","","","","","","","","","","",izgara
"mangal  somine","cansiz","alet","","","demir","et pisirmek","insanlar","temiz","","","","","","","","","","","","","","",izgara
"bahce","cansiz","mutfak malzemesi","et  barbeku  komur","komur","metal","yemek pisirmek","asci  insan","kaliteli","","","2 kg","siyah  gri","","","","","","","","","","",izgara
"bahce  yeme icme alanlari","cansiz","","tel yelpaze","ates  komur","demir","mangal  kozleme","insanlar","","dikdortgen","","4 kg  6 kg","siyah gri","","","","","","","","","","",izgara
"ev  bahce  restoran","cansiz","alet","insan  et  balik  tavuk","demir  karbon","demir  seluloz","yemek pisirmek","herkes","sert  pasli","kare  dikdorgen","","","siyah  kahverengi","","","","","","","","","","",izgara
"sokakta  binalarda","cansiz","esya","kablo","elektrik","","elektrigi iletmeye yarar","insan","guclu","dikdortgen","","","her renkte","","","","","","","","","","",jenerator
"ev  isyeri","cansiz","cihaz","","","","","insanlar","calisir","","","","","","","","","","","","","","",jenerator
"isyeri  ev","cansiz","elektrik uretici ","kablo","motor","","elektrik uretmek","insan","pahali  ucuz","dikdortgen","","","","","","","","","","","","","",jenerator
"fabrika","cansiz","enerji kaynagi","priz","depo","","enerji saglamak icin","tekniker","guclu","dikdortgen","","150 kg","cesitli renkler","","","","","","","","","","",jenerator
"ev  okul  hastane  banka  otel  fabrika","cansiz","alet","dizel  benzin  insan","motor  benzin  dizel","demir  plastik","elektrik uretimi","herkes","","","","","","","","","","","","","","","",jenerator
"bilgisayarlarda","cansiz","esya","elektrik  internet","ince kablolar","plastik","elektrigi iletmeye yaramak","insan","ince","silindirik ","","","her renkte","","","","","","","","","","",kablo
"ev  sokak","cansiz","alet","baska kablolar","iletken tel","plastik","iletim yapmak","insanlar","uzun  kisa  delik","uzun","","","beyaz  siyah","","","","","","","","","","",kablo
"isyeri  ev  okul  otoyol","cansiz","iletici","alet edevat","","plastik","enerji iletmek","elektrikci  insaatci","uzun  kisa","silindir","","","siyah  gri","","","","","","","","","","",kablo
"evde  isyerinde","cansiz","iletken","elektronik parca","bakir tel","bakir  plastik","enerjiyi iletir","elektrikci","bakir","ip gibi","","","cesitli renkler","","","","","","","","","","",kablo
"sokakta  evde  okulda  fabrikada","cansiz","alet","bilgisayar  televizyon","plastik","pvc","koruma  muhafaza","herkes","uzun","yuvarlak  uzun","","","","","","","","","","","","","",kablo
"canlilarda","cansiz","","","hucre","","dis etkilere karsi korumak","canlilar","sert","","","","her renkte","","","","","","","","","","",kabuk
"kaplumbaga  cekirdek","cansiz","","","cekirdek  canli veya cansiz madde","","korumak","canlilar","sert  kirik  saglam","","","","","","","","","","","","","","",kabuk
"canlilar","canli","","bitki  hayvan","hucre","canli organizmalar","korunmak","bitki  hayvan","sert  yumusak","","","","","","","","","","","","","","",kabuk
"dogada  bostanda","cansiz","yemis","yaprak  toprak","findik  fistik","","icindekini korur","","sert","yuvarlak","","","cesitli renkler","","","","","","","","","","",kabuk
"kuruyemislerin disinda","cansiz","gida","kutu  paket","kuruyemis","organik  su","beslemek","herkes","tatli  eksi  aci","","","","","","","","","","","","","","",kabuk
"giysilerde","cansiz","malzeme","ipek","kumas","kumas","esyayi kullanisli hale getirmek","insan","yumusak","sekilsiz","","","her renkte","","","","","","","","","","",kadife
"kumas","cansiz","kumas","","","","kadife kumasli kiyafet yapimi","canlilar","saglam","duz","","","","","","","","","","","","","",kadife
"fabrika","cansiz","giysi hammaddesi","insan","","iplik","giysi uretmek","insan  giyim firmalari","hos","","","","","","","","","","","","","","",kadife
"magaza","cansiz","kumas","iplik","iplik","iplik","kiyafet  tekstil","insan","parlak  yumusak","dikdortgen","","","cesitli renkler","","","","","","","","","","",kadife
"ev  konfeksiyon  magaza","cansiz","lif","","pamuk  viskon  ipek  suni ipek  sentetik elyaf ","dogal  kimyasal","giyim","herkes","guzel  yumusak  parlak","","","","","","","","","","","","","","",kadife
"her yerde","cansiz","malzeme","kalem","seluloz ","seluloz","yazmak","insan","ince  yirtik","duz","20 cm3","1 gr","her renkte","","","","","","","","","","",kagit
"defter","cansiz","agac","","","seluloz","yazi yazmak  cizim yapmak","insanlar","yirtik  temiz","duz","","","beyaz","","","","","","","","","","",kagit
"okul  isyeri  ev ","cansiz","","kalem","","","bir seyler yazmak","ogrenci  ogretmen  calisan","kaliteli","dikdortgen","","5 gr","beyaz","","","","","","","","","","",kagit
"kirtasiye","cansiz","egitim","kalem","","agac","yazi yazmaya","ogrenci  ogretmen","yirtik","dikdortgen","","","beyaz","","","","","","","","","","",kagit
"ev  okul  kirtasiye","cansiz","lif","kalem  silgi","dogal lif","seluloz  su  kimyasal","yazi yazilir","herkes","ince  uzun","ince  uzun","","","beyaz  sari","","","","","","","","","","",kagit
"marketlerde","cansiz","icecek","sut  su","cekirdek ","","icecek olarak tuketilmek","insan","yumusak","oval","1 cm2","5 gr","kahverengi","","","","","","","","","","",kahve
"kafe  ev","cansiz","bitki","bardak  agac","kafein","","enerji vermek","insanlar","sicak  soguk  taze","oval","","","kahverengi","","","","","","","","","","",kahve
"kahvehane  kafe  isyeri","canli","icecek","cikolata","sut  seker","kakao","icilmek","insan","sert  tatli  yumusak icimli","","","","kahverengi","","","","","","","","","","",kahve
"kavanoz mutfak","cansiz","icecek","sut tozu","kafein","cekirdek","uyku acmaya  keyf","insanlar","yogun  sivi","toz parcaciklari","","","koyu kahverengi","","","","","","","","","","",kahve
"ev  market","cansiz","gida","bardak  kupa","kafein","organik  su","icmek","herkes","aci  yogun","","","","kahverengi","","","","","","","","","","",kahve
"dogada","canli","bitki","yaprak  agac","kakao yagi","kakao agaci","cikolata elde etmek ","insan","tatli","oval","","","kahverengi  siyah","","","","","","","","","","",kakao
"mutfak","cansiz","bitki","","","","tatlilarda tat vermek","insanlar","taze","","","","kahverengi","","","","","","","","","","",kakao
"kafe  alisveris magazasi","canli","gida","ogutucu","","","kahve uretmek","kahve firmalari","","","","15 gr","kahverengi","","","","","","","","","","",kakao
"market","cansiiz","tat","un  seker","kakao cekirdegi","cekirdek","tatlandirma  renklendirme","insanlar","tat","toz parcaciklari","","","koyu kahverengi","","","","","","","","","","",kakao
"ev  market  cafee","cansiz","gida","kutu  paket","kakao meyvesi","organik  su","yemek","herkes","tatli","","","","siyah","","","","","","","","","","",kakao
"dogada","cansiz","malzeme","","atom","atom","metallerin kaplanmasi","insan","","sekilsiz","","","gri","","","","","","","","","","",kalay
"mutfak  fabrika","cansiz","element","","","","tencere yapimi","insanlar","parlak","","","","gri","","","","","","","","","","",kalay
"hurdaci  zuccaciye","cansiz","metal","","","metal","tencere uretmek","insan","","","","","gri","","","","","","","","","","",kalay
"kalaycida","cansiz","element","caydanlik","","pas","parlatmaya","kalayci","parlak","","","","gri","","","","","","","","","","",kalay
"dogada","cansiz","kimyasal","demir  bakir","kalay atomlari","atom","korozyondan korur","herkes","sert","","","","gri","","","","","","","","","","",kalay
"marketlerde  kirtasiyelerde","cansiz","esya","silgi  kalemtiras","kursun","kil  grafit","yazi yazmak  cizim yapmak","insan","ince","silindirik ","2 cm3","2 gr","her renkte","","","","","","","","","","",kalem
"kalemlik  masa  kalem kutusu","cansiz","arac","silgi  defter","murekkep  kursun","tahta  plastik","yazi yazmak  cizim yapmak","insanlar","kirmizi  kursun  kirik","uzun","","","renkli","","","","","","","","","","",kalem
"kirtasiye  okul","cansiz","kirtasiye urunleri","kalemtiras  silgi","grafit","tahta","yazi yazmak","ogrenci  ogretmen  calisan","uclu  tukenmez  kursun","silindir","","","","","","","","","","","","","",kalem
"kalem kutusu masa","cansiz","egitim","silgi  kalemtras","kursun","  komur","yazmaya  cizmeye","insanlar","sivri  kursun","uzun   ince","","5 gr","her renk","","","","","","","","","","",kalem
"ev  okul  kirtasiye","cansiz","bitki","defter  kagit","dogal lif","seluloz","yazi yazmak","herkes","ince  uzun","yuvarlak  uzun","","50 gr","","","","","","","","","","","",kalem
"kirtasiyede","cansiz","esya","silgi  kalem ","plastik","plastik","kursun kalemin ucunu acmak","insan","keskin","kare  dikdortgen","2 cm3","3 gr","her renkte","","","","","","","","","","",kalemtras
"kalemlik  kalem kutusu","cansiz","arac","","","","","","bozuk  yeni","","","","","","","","","","","","","","",kalemtras
"kirtasiye  okul","cansiz","kirtasiye urunleri","kalem  silgi","","metal  plastik","kalem ucu acmak","ogrenci  ogretmen  calisan","kaliteli","dikdortgen","","","","","","","","","","","","","",kalemtras
"kalem kutusu kirtasiye","cansiz","egitim","kalem silgi","jilet  vida ","plastik  metal","kalem acmaya","insanlar","acmak  traslamak","kare","","1 2 gr","kirmizi","","","","","","","","","","",kalemtras
"ev  okul  kirtasiye","cansiz","alet","defter  kagit  kalem","plastik  metal","pvc  polamid  demir  karbon","kalem ucu acmak","herkes","keskin","","","25 gr","","","","","","","","","","","",kalemtras
"binada  evde","cansiz","esya","petek  kombi","kablo","sac ","isi vermek","insan","sicak","dikdortgen","70 cm3","7 kg","beyaz","","","","","","","","","","",kalorifer
"ev  isyeri","cansiz","isitici","boru  duvar","boru  gaz","","ortami isitmak","herkes","sicak  bozuk  eski","","","","","","","","","","","","","","",kalorifer
"ev  dukkan","cansiz","isitici","","","metal","isitmak","insan","","dikdortgen","","","beyaz","","","","","","","","","","",kalorifer
"kapali alanlarda","cansiz","isitici","kombi","su","demir","isitmaya","insanlar","isitici","dikdortgen","","10 kg","beyaz","","","","","","","","","","",kalorifer
"ev   okul  hastane","cansiz","alet","musluk  vana   kombi","su","bakir  demir  karbon","isitma","herkes","sicak","kare  dikdorgen","","","beyaz","","","","","","","","","","",kalorifer
"canlilarda","cansiz","organ ","damar  kan","damar","oksijen  su  karbon","nefes alip vermek","canlilar","guclu  hasta","","6 cm3","2 kg","kirmizi","","","","","","","","","","",kalp
"insan  gogus kafesi","cansiz","organ","akciger  damar  kemik","damar  kan","","kan pompalamak","canlilar","delik  kirmizi  canli  durmus","kalbe benzer","","","kirmizi","","","","","","","","","","",kalp
"insan vucudu","canli","organ","kan  akciger","kan  damar","hucre","kan pompalamak","vucut","","","","","kirmizi","","","","","","","","","","",kalp
"canli vucudunda","canli","organ","damar  kan","kan  kas","et","kan pompalamaya","canlilar","pompalamak","","","300 gr 340 gr","kirmizi","","","","","","","","","","",kalp
"insan  hayvan","canli","vucut","akciger  damar","kas","organik  su  hucre","kan pompalar","herkes","yasli  genc","yuvarlak","","330 gr","kirmizi","","","","","","","","","","",kalp
"dogada","cansiz","element","bor  silisyum","metal","metal","kemiklerin saglamlasmasi","insan","","sekilsiz","","","","","","","","","","","","","",kalsiyum
"canli  kemik  vucut","cansiz","element","","","","kemikleri guclendirmek","canlilar","","","","","","","","","","","","","","","",kalsiyum
"sut","canli","mineral","","hucre","vitamin","kemikleri guclendirmek","cocuklar  anneler","","","","","beyaz","","","","","","","","","","",kalsiyum
"sut ve sut turevleri","cansiz","mineral","","","","kemik gelisimine yardimci olur","insanlar","ca","","","","","","","","","","","","","","",kalsiyum
"toprak  insan","cansiz","kimyasal","sut  yogurt  peynir  maden suyu","kalsiyum atomlari","inorganik","beslemek","herkes","sert  aci","","","","beyaz","","","","","","","","","","",kalsiyum
"her yerde","cansiz","","sopa","","","kullanilmak icin tercih edilen halat","insan","kalin","yuvarlak","","","her renkte","","","","","","","","","","",kamci
"hucre","cansiz","alet  hucre","","","","hucrelerin beslenmesi ve hareket etmesi  siddet uygulamak","canlilar","uzun  ince","ince  uzun","","","","","","","","","","","","","",kamci
"sirk","cansiz","iskence aleti","eldiven","","iplik","hayvan uslandirmak","hayvan terbiyecisi","","","","","","","","","","","","","","","",kamci
"ahir","cansiz","esya","at","deri","deri","vurulan hayvani costurmaya","insanlar","sert","ince  uzun","","","siyah","","","","","","","","","","",kamci
"insan","cansiz","alet","at  hayvan  insan","odun  deri","protein  yag  mineral","vurmak","herkes","sert  aci","ince  uzun","","","siyah","","","","","","","","","","",kamci
"magazalarda","cansiz","esya","telefon  mikrofon","mercek","","goruntuleri kayit altina almak","insan","net  kaliteli","daire","13 cm3","1 kg","siyah","","","","","","","","","","",kamera
"telefon","cansiz","cihaz","canta  kaset  hafiza karti","mercek  kaset  bellek","","goruntu kaydetmek","insanlar","kaliteli","yuvarlak","","5 kg","siyah","","","","","","","","","","",kamera
"fotografci dukkani","cansiz","cekim aleti","tripod","sensor","metal","fotograf ve video cekmek","fotografci","aynali  aynasiz","dikdortgen","","","siyah","","","","","","","","","","",kamera
"elektronik magazalarda","cansiz","esya","flas  lens","elektronik devre elemani","","goruntuleme  kayit alma","insanlar","mp","dairesel","","10 gr","siyah  beyaz","","","","","","","","","","",kamera
"insan","cansiz","alet","insan","mercek","plastik  metal","goruntu kaydetme","herkes","piksel","","","","","","","","","","","","","","",kamera
"dogada","canli","bitki","","","","hasir yapimi","insan","","duz","","","sari  turuncu","","","","","","","","","","",kamis
"bardak","cansiz","","","","plastik","","","uzun","","","","","","","","","","","","","","",kamis
"doga","canli","bitki","agac","hucre","","","hayvanlar","","silindir","","","sarimsi","","","","","","","","","","",kamis
"sazlik  gol kenarlarinda","canli","bitki","su birikintisi","grafit karbon","bambu","olta  hali  sandal yapimi","insanlar  hayvanlar","sert  dayanikli","uzun  silindir","","7 kg 10 kg","yesil","","","","","","","","","","",kamis
"gol","canli","bitki","balik  kurbaga","lif","organik  seluloz  su","oksijen uretmek","","uzun  ince","","","","yesil","","","","","","","","","","",kamis
"sokakta  binalarda","cansiz","arac","teker  direksiyon","direksiyon  cam","","yuk tasimak","insan","agir  hizli","dikdortgen","3000 cm3","2000 kg","her renkte","","","","","","","","","","",kamyon
"otoyol  otoban","cansiz","motorlu arac","","yuk  esya","","yuk tasimak  ulasim","insanlar","buyuk  agir","","","","","","","","","","","","","","",kamyon
"otoyol","cansiz","arac","tekerlek  kamyon soforu","yuk","metal","yuk tasimak  yolculuk yapmak","sofor","hizli","","","","","","","","","","","","","","",kamyon
"kamyon garinda","cansiz","arac","sofor","yuk","demir","yuk tasimaya","insanlar","guclu  tasiyici","dikdortgen","","20  25 ton","cesitli renkler","","","","","","","","","","",kamyon
"yolda","cansiz","alet","insan  yuk","yuk","plastik  metal","yuk tasima","herkes","eski  yeni  yavas","dikdortgen","","","","","","","","","","","","","",kamyon
"her yerde","cansiz","esya","cengel","","","terazi","insan","","","","","her renkte","","","","","","","","","","",kantar
"eczane  ev","cansiz","alet","","","","","","","","","","","","","","","","","","","","",kantar
"bakkal  kasap","cansiz","tarti","gida","","metal","bir seyleri tartmak","bakkal","hileli","","","","","","","","","","","","","","",kantar
"kumasci  eskici  hastane","cansiz","esya","ekran","tarti","demir","agirlik tartmaya","insanlar","sert","ucgen  kare","","50 kg","siyah  gri","","","","","","","","","","",kantar
"yolda","cansiz","alet","insan  arac","elktronik yuk olcer","metal","agilik olcmek","herkes","","","","","","","","","","","","","","","",kantar
"mutfakta","cansiz","esya","tabak  catal","","plastik","malzeme konulmaya ve onu saklamaya yarar","insan","yuvarlak  celik  demir  guzel","daire","","","her renkte","","","","","","","","","","",kap
"mutfak","cansiz","arac","","esya  gida","","","","","","","","","","","","","","","","","","",kap
"mutfak","cansiz","mutfak aleti","kasik","meyve  sebze","porselen","icine bir seyler koymak","insan","","","","","","","","","","","","","","","",kap
"mutfak","cansiz","esya","esya  gida","esya  gida","plastik  cam  demir","saklama","insanlar","kirilan ve catlayan","kara  yarim daire","","1kg  5kg  10kg","seffaf  rengarenk","","","","","","","","","","",kap
"ev","cansiz","alet","insan  kasik  catal","yemek","metal  plastik","yemek saklamak","herkes","sert  bos","yuvarlak","","","","","","","","","","","","","",kap
"her yerde","cansiz","esya","duvar","tahta","tahta ","acip kapatmak","insan","sert","dikdortgen","120 cm3","5 kg","her renkte","","","","","","","","","","",kapi
"bina  ev  isyeri","cansiz","mobilya","","","tahta  demir","kapatmak","herkes","saglam  kapali","diktortgen","","","renkli","","","","","","","","","","",kapi
"ev  isyeri","cansiz","","ayakkabilik  anahtar","","metal  tahta","bir ortama girisi cikisi engellemek ve kontrol etmek","insan  hayvan","guvenli","dikdortgen","","","siyah  kahverengi  beyaz","","","","","","","","","","",kapi
"ev  dukkan","cansiz","esya","sap  mentese","celik","agac","ortami muhafaza etmeye","insanlar","sert  celik  saglam","dikdotgen","","50 kg  70kg","koyu renkler","","","","","","","","","","",kapi
"ev  okul  hastane  banka","cansiz","alet","mentese","kapi kolu","tahta  metal  plastik","girip cikma","herkes","eski  bozuk","dikdortgen","","","","","","","","","","","","","",kapi
"mutfakta","cansiz","malzeme","tuz  kimyon","","","yiyeceklere tat vermek","insan","toz","yuvarlak","","1 gr","siyah","","","","","","","","","","",karabiber
"sofra  mutfak","cansiz","baharat","","","karabiber","tat vermek","insanlar","aci","toz","","10 gr","gri","","","","","","","","","","",karabiber
"mutfak","canli","baharat","tarcin  zencefil  pulbiber","","","yemeklere lezzet katmak","asci  insan","kaliteli","","","","koyu yesil","","","","","","","","","","",karabiber
"aktar  market","cansiz","baharat","tuz","kuru sebze","biber","yemeklere tat verir","insanlar","sert  citir","toz parcaciklari","","0 50 gr","koyu kahverengi","","","","","","","","","","",karabiber
"ev  bahce  restoran","cansiz","gida","pul biber","vitamin","organik","beslemek","herkes","aci","","","","","","","","","","","","","","",karabiber
"mutfakta","cansiz","malzeme","","","potasyum  demir","yiyeceklere tat vermek","insan","aci","silindirik ","","","kahverengi ","","","","","","","","","","",karanfil
